word,type,level,中文解釋
glow,v./n.,3,
gossip,n./v.,3,
governor,n.,3,
gown,n.,3,
grab,v./n.,3,
gradual,adj.,3,
graduate,n./v.,3,
grain,n.,3,
gram,n.,3,
grasp,v./n.,3,
grasshopper,n.,3,
greenhouse,n.,3,
grin,v./n.,3,
grocery,n.,3,
guardian,n.,3,
guidance,n.,3,
gum,n.,3,
gymnasium/gym,n.,3,
hairdresser,n.,3,
hallway,n.,3,
handful,n.,3,
handy,adj.,3,
harbor,n./v.,3,
harm,n./v.,3,
harmful,adj.,3,
harvest,n./v.,3,
hasty,adj.,3,
hatch,v./n.,3,
hawk,n.,3,
hay,n.,3,
headline,n./v.,3,
headquarters,n.,3,
heal,v.,3,
heap,n./v.,3,
heaven,n.,3,
heel,n./v.,3,
hell,n.,3,
helmet,n.,3,
hesitate,v.,3,
hike,n./v.,3,
hint,n./v.,3,
historian,n.,3,
historic,adj.,3,
historical,adj.,3,
hive,n.,3,
hollow,adj./n./v.,3,
holy,adj.,3,
hometown,n.,3,
honesty,n.,3,
honor,n./v.,3,
horn,n.,3,
horrible,adj.,3,
horror,n.,3,
hourly,adj./adv.,3,
housekeeper,n.,3,
hug,v./n.,3,
humorous,adj.,3,
hush,v./n.,3,
hut,n.,3,
icy,adj.,3,
ideal,adj./n.,3,
identity,n.,3,
ignorance,n.,3,
image,n.,3,
imagination,n.,3,
immediate,adj.,3,
import,v./n.,3,
impress,v.,3,
impressive,adj.,3,
indeed,adv.,3,
individual,adj./n.,3,
indoor,adj.,3,
indoors,adv.,3,
industrial,adj.,3,
inferior,adj./n.,3,
inform,v.,3,
injure,v.,3,
injury,n.,3,
inn,n.,3,
inner,adj.,3,
innocent,adj.,3,
inspect,v.,3,
inspector,n.,3,
instead,adv.,3,
instruction,n.,3,
internal,adj.,3,
interrupt,v.,3,
introduction,n.,3,
inventor,n.,3,
investigate,v.,3,
ivory,n./adj.,3,
jail,n./v.,3,
jar,n.,3,
jaw,n./v.,3,
jealous,adj.,3,
jelly,n.,3,
jet,n./v.,3,
jewel,n.,3,
jewelry,n.,3,
journal,n.,3,
journey,n./v.,3,
joyful,adj.,3,
jungle,n.,3,
junk,n./v.,3,
justice,n.,3,
kangaroo,n.,3,
kettle,n.,3,
keyboard,n.,3,
kidney,n.,3,
kilogram/kg,n.,3,
kilometer/km,n.,3,
kit,n.,3,
kneel,v.,3,
knight,n./v.,3,
knit,v./n.,3,
knob,n.,3,
knot,n./v.,3,
label,n./v.,3,
lace,n./v.,3,
ladder,n.,3,
latter,adj.,3,
laughter,n.,3,
laundry,n.,3,
lawn,n.,3,
leak,v./n.,3,
leap,v./n.,3,
leather,n.,3,
leisure,n.,3,
lengthen,v.,3,
lens,n.,3,
liar,n.,3,
liberal,adj.,3,
liberty,n.,3,
librarian,n.,3,
lifeboat,n.,3,
lifeguard,n.,3,
lifetime,n.,3,
lighthouse,n.,3,
limb,n.,3,
linen,n.,3,
lipstick,n.,3,
litter,n./v.,3,
lively,adj.,3,
liver,n.,3,
load,n./v.,3,
lobby,n.,3,
lobster,n.,3,
lollipop,n.,3,
loose,adj.,3,
loosen,v.,3,
lord,n.,3,
loudspeaker,n.,3,
luggage,n.,3,
lullaby,n./v.,3,
lung,n.,3,
magical,adj.,3,
magnet,n.,3,
maid,n.,3,
major,adj./n./v.,3,
majority,n.,3,
mall,n.,3,
manage(ment),v./(n.),3,
manageable,adj.,3,
manager,n.,3,
mankind/humankind,n.,3,
manners,n.,3,
marble,n.,3,
march,v./n.,3,
marvelous,adj.,3,
mathematical,adj.,3,
mathematics/math,n.,3,
mature,adj.,3,
mayor,n.,3,
meadow,n.,3,
meaningful,adj.,3,
meanwhile,adv./n.,3,
medal,n.,3,
medical,adj.,3,
medium/media,n.,3,
melt,v.,3,
membership,n.,3,
memorize,v.,3,
mend,v.,3,
mental,adj.,3,
mention,v./n.,3,
merchant,n.,3,
merry,adj.,3,
mess,n./v.,3,
microphone/mike,n.,3,
microwave,n./v.,3,
might,n.,3,
mighty,adj.,3,
mill,n./v.,3,
millionaire,n.,3,
miner,n.,3,
minor,adj./n.,3,
minority,n.,3,
miracle,n.,3,
misery,n.,3,
missile,n.,3,
missing,adj.,3,
mission,n.,3,
mist,n./v.,3,
mixture,n.,3,
mob,n./v.,3,
mobile,adj.,3,
moist,adj.,3,
moisture,n.,3,
monk,n.,3,
mood,n.,3,
mop,n./v.,3,
moral,adj./n.,3,
motel,n.,3,
motor,n.,3,
murder,n./v.,3,
muscle,n.,3,
mushroom,n./v.,3,
musical,adj./n.,3,
mystery,n.,3,
nanny,n.,3,
nap,n./v.,3,
native,adj./n.,3,
navy,n.,3,
necessity,n.,3,
necktie,n.,3,
neighborhood,n.,3,
nerve,n.,3,
nervous,adj.,3,
network,n.,3,
nickname,n./v.,3,
noble,adj./n.,3,
normal,adj.,3,
novelist,n.,3,
nun,n.,3,
oak,n.,3,
observe,v.,3,
obvious,adj.,3,
occasion,n./v.,3,
odd,adj.,3,
onto,prep.,3,
operator,n.,3,
opportunity,n.,3,
opposite,adj./n./adv./prep.,3,
optimistic,adj.,3,
origin,n.,3,
original,adj./n.,3,
orphan,n./v.,3,
ought to,v.(aux.),3,
outdoor,adj.,3,
outdoors,adv.,3,
outer,adj.,3,
outline,n./v.,3,
overcoat,n.,3,
owe,v.,3,
ownership,n.,3,
pad,n./v.,3,
pail,n.,3,
pal,n.,3,
palace,n.,3,
pale,adj.,3,
pancake,n.,3,
panic,n./v.,3,
parade,n./v.,3,
paradise,n.,3,
parcel,n./v.,3,
participate,v.,3,
passage,n.,3,
passion,n.,3,
passport,n.,3,
password,n.,3,
patience,n.,3,
pause,v./n.,3,
pave(ment),v./(n.),3,
paw,n./v.,3,
pay(2)/salary/wage(s),n.,3,
pea,n.,3,
peak,n./v.,3,
pearl,n.,3,
peel,v./n.,3,
peep,v./n.,3,
penny,n.,3,
perform,v.,3,
performance,n.,3,
permission,n.,3,
permit,v./n.,3,
personality,n.,3,
persuade,v.,3,
pest,n.,3,
pickle,n./v.,3,
pill,n.,3,
pilot,n./v.,3,
pine,n.,3,
pint,n.,3,
pit,n./v.,3,
pity,n./v.,3,
plastic,n./adj.,3,
plenty,pron./n./adv.,3,
plug,n./v.,3,
plum,n.,3,
plumber,n.,3,
pole,n.,3,
political,adj.,3,
politician,n.,3,
politics,n.,3,
poll,n./v.,3,
pollute,v.,3,
pony,n.,3,
pop(1),v./n./adv./adj.,3,
pop(2)/popular,adj./n.,3,
porcelain/china,n.,3,
portion,n./v.,3,
portrait,n.,3,
postage,n.,3,
poster,n.,3,
postpone(ment),v./(n.),3,
pottery/ceramic(s),n.,3,
pour,v.,3,
poverty,n.,3,
powder,n./v.,3,
practical,adj.,3,
prayer,n.,3,
precious,adj.,3,
preparation,n.,3,
pressure,n./v.,3,
pretend,v.,3,
prevent,v.,3,
previous,adj.,3,
priest,n.,3,
primary,adj.,3,
probable,adj.,3,
process,n./v.,3,
product,n.,3,
profit,n./v.,3,
program,n./v.,3,
promote,v.,3,
proof,n.,3,
proper,adj.,3,
property,n.,3,
proposal,n.,3,
protection,n.,3,
protective,adj.,3,
pub,n.,3,
punch,v./n.,3,
pure,adj.,3,
pursue,v.,3,
quarrel,n./v.,3,
queer,adj.,3,
quote,v./n.,3,
racial,adj.,3,
radar,n.,3,
rag,n.,3,
raisin,n.,3,
rank,n./v.,3,
rate,n./v.,3,
raw,adj.,3,
ray,n.,3,
razor,n.,3,
react,v.,3,
reaction,n.,3,
reasonable,adj.,3,
receipt,n.,3,
receiver,n.,3,
recognize,v.,3,
recorder,n.,3,
recover,v.,3,
reduce,v.,3,
regional,adj.,3,
regret,v./n.,3,
relate,v.,3,
relax,v.,3,
release,v./n.,3,
reliable,adj.,3,
relief,n.,3,
religion,n.,3,
religious,adj.,3,
rely,v.,3,
remain,v.,3,
remind,v.,3,
remote,adj.,3,
remove,v.,3,
renew,v.,3,
rent,n./v.,3,
repair,v./n.,3,
replace(ment),v./(n.),3,
represent,v.,3,
representative,adj./n.,3,
republic,n.,3,
request,n./v.,3,
reserve,v./n.,3,
resist,v.,3,
resource,n.,3,
respond,v.,3,
response,n.,3,
responsibility,n.,3,
restrict,v.,3,
reveal,v.,3,
ribbon,n.,3,
rid,v./n./adj.,3,
riddle,n.,3,
ripe,adj.,3,
risk,n./v.,3,
roar,n./v.,3,
roast,v./adj./n.,3,
rob,v.,3,
robber,n.,3,
robbery,n.,3,
robe,n./v.,3,
rocket,n./v.,3,
romantic,adj./n.,3,
rot,v./n.,3,
rotten,adj.,3,
rough,adj./adv./n./v.,3,
routine,n./adj.,3,
rug,n.,3,
rumor,n./v.,3,
rust,n./v.,3,
rusty,adj.,3,
sack,n.,3,
sake,n.,3,
satisfactory,adj.,3,
saucer,n.,3,
sausage,n.,3,
saving(s),n.,3,
scale(s),n.,3,
scarce,adj.,3,
scarecrow,n.,3,
scarf,n.,3,
scary,adj.,3,
scatter,v./n.,3,
schedule,n./v.,3,
scholar,n.,3,
scholarship,n.,3,
scientific,adj.,3,
scoop,n./v.,3,
scout,n./v.,3,
scream,v./n.,3,
screw,n./v.,3,
scrub,v./n.,3,
seal(1),n./v.,3,
seal(2),n./v.,3,
secondary,adj.,3,
security,n.,3,
seek,v.,3,
seize,v.,3,
seldom,adv.,3,
sensible,adj.,3,
sensitive,adj.,3,
separation,n.,3,
sew,v.,3,
sex,n.,3,
sexual,adj.,3,
sexy,adj.,3,
shade,n./v.,3,
shadow,n./v.,3,
shady,adj.,3,
shallow,adj.,3,
shame,n./v.,3,
shampoo,n./v.,3,
shave,v./n.,3,
shepherd,n.,3,
shiny,adj.,3,
shorten,v.,3,
shortly,adv.,3,
shovel,n./v.,3,
shrink,v.,3,
sigh,v./n.,3,
signal,n./v.,3,
significant,adj.,3,
similarity,n.,3,
sin,n./v.,3,
sincere,adj.,3,
sip,v./n.,3,
situation,n.,3,
skate,n./v.,3,
ski,n./v.,3,
skip,v./n.,3,
skyscraper,n.,3,
slave,n./v.,3,
sleeve,n.,3,
slice,n./v.,3,
slippery,adj.,3,
slope,n.,3,
smooth,adj./v.,3,
snap,v./n.,3,
solid,adj.,3,
someday,adv.,3,
somehow,adv.,3,
sometime,adv.,3,
somewhat,adv.,3,
sore,adj./n./adv.,3,
sorrow,n./v.,3,
spade,n.,3,
spaghetti,n.,3,
specific,adj.,3,
spice,n./v.,3,
spill,v./n.,3,
spin,v./n.,3,
spit,v./n.,3,
spite,n.,3,
splash,v./n.,3,
spoil,v.,3,
sprain,v./n.,3,
spray,n./v.,3,
sprinkle,v./n.,3,
spy,n./v.,3,
squeeze,v./n.,3,
stab,v./n.,3,
stable,adj.,3,
stadium,n.,3,
staff,n./v.,3,
stale,adj.,3,
stare,v./n.,3,
starve,v.,3,
statue,n.,3,
steady,adj./v./adv./n.,3,
steep,adj.,3,
stepchild,n.,3,
stepfather,n.,3,
stepmother,n.,3,
stereo,n.,3,
sticky,adj.,3,
stiff,adj.,3,
sting,n./v.,3,
stir,v./n.,3,
stitch,n./v.,3,
stocking(s),n.,3,
stool,n.,3,
stormy,adj.,3,
strategy,n.,3,
strength,n.,3,
strip(1),n.,3,
strip(2),v.,3,
structure,n./v.,3,
stubborn,adj.,3,
studio,n.,3,
stuff(1),n.,3,
stuff(2),v.,3,
style,n./v.,3,
substance,n.,3,
suburb,n.,3,
suck,v./n.,3,
suffer,v.,3,
sufficient,adj.,3,
suggest,v.,3,
suicide,n.,3,
suitable,adj.,3,
sum,n./v.,3,
summary,n.,3,
summit,n.,3,
superior,adj./n.,3,
suppose,v.,3,
surround,v.,3,
survey,v./n.,3,
survival,n.,3,
survivor,n.,3,
suspect,v./n./adj.,3,
suspicion,n.,3,
swear,v.,3,
sweat,n./v.,3,
swell,v./n.,3,
swift,adj.,3,
switch,n./v.,3,
sword,n.,3,
system,n.,3,
tablet,n.,3,
tack,n./v.,3,
tag,n./v.,3,
tailor,n./v.,3,
tame,adj./v.,3,
tap(1),n./v.,3,
tax,n./v.,3,
tease,v./n.,3,
technical,adj.,3,
technique,n.,3,
technology,n.,3,
temper,n.,3,
temperature,n.,3,
temporary,adj.,3,
tend,v.,3,
tender,adj.,3,
territory,n.,3,
text,n.,3,
thankful,adj.,3,
theory,n.,3,
thirst,n.,3,
thread,n./v.,3,
threat,n.,3,
threaten,v.,3,
tickle,v./n.,3,
tide,n.,3,
tidy,adj./v.,3,
tight,adj./adv.,3,
tighten,v.,3,
timber,n.,3,
tissue,n.,3,
tobacco,n.,3,
ton,n.,3,
tortoise,n.,3,
toss,v./n.,3,
tourism,n.,3,
tourist,n.,3,
tow,v./n.,3,
trace,v./n.,3,
trader,n.,3,
trail,n./v.,3,
transport,v./n.,3,
trash,n./v.,3,
traveler,n.,3,
tray,n.,3,
tremble,v./n.,3,
trend,n.,3,
tribe,n.,3,
tricky,adj.,3,
troop,n./v.,3,
tropical,adj.,3,
trunk,n.,3,
truthful,adj.,3,
tub,n.,3,
tug,v./n.,3,
tulip,n.,3,
tumble,v./n.,3,
tune,n./v.,3,
tutor,n./v.,3,
twig,n.,3,
twin,n.,3,
twist,v./n.,3,
typewriter,n.,3,
typical,adj.,3,
union,n.,3,
unite,v.,3,
unity,n.,3,
universe,n.,3,
unless,conj.,3,
upset,v./n./adj.,3,
vacant,adj.,3,
valuable,adj.,3,
van,n.,3,
vanish,v.,3,
variety,n.,3,
various,adj.,3,
vary,v.,3,
vase,n.,3,
vehicle,n.,3,
verse,n.,3,
vest,n.,3,
vice-president,n.,3,
victim,n.,3,
violence,n.,3,
violent,adj.,3,
violet,n./adj.,3,
visible,adj.,3,
vision,n.,3,
vitamin,n.,3,
vivid,adj.,3,
volume,n.,3,
wag,v./n.,3,
wage(s),n.,3,
wagon,n.,3,
waken,v.,3,
wander,v./n.,3,
warmth,n.,3,
warn,v.,3,
wax,n./v.,3,
weaken,v.,3,
wealth,n.,3,
wealthy,adj.,3,
weave,v./n.,3,
web,n./v.,3,
weed,n./v.,3,
weep,v./n.,3,
wheat,n.,3,
whip,n./v.,3,
whistle,n./v.,3,
wicked,adj.,3,
willow,n.,3,
wink,v./n.,3,
wipe,v./n.,3,
wisdom,n.,3,
wrap,v./n.,3,
wrist,n.,3,
X-ray/x-ray,n./v./adj.,3,
yawn,v./n.,3,
yell,v./n.,3,
yolk,n.,3,
youngster,n.,3,
zipper,n./v.,3,
zone,n./v.,3,
abandon,v.,4,
abdomen,n.,4,
absolute,adj.,4,
absorb,v.,4,
abstract,adj.,4,
academic,adj.,4,
accent,n.,4,
acceptance,n.,4,
access,n./v.,4,
accidental,adj.,4,
accompany,v.,4,
accomplish(ment),v./(n.),4,
accountant,n.,4,
accuracy,n.,4,
accuse,v.,4,
acid,n./adj.,4,
acquaint,v.,4,
acquaintance,n.,4,
acquire,v.,4,
acre,n.,4,
adapt,v.,4,
adequate,adj.,4,
adjective,n.,4,
adjust(ment),v./(n.),4,
admirable,adj.,4,
admiration,n.,4,
admission,n.,4,
adverb,n.,4,
agency,n.,4,
agent,n.,4,
aggressive,adj.,4,
agreeable,adj.,4,
AIDS/acquired immune deficiency syndrome,n.,4,
alcohol,n.,4,
alert,adj./v./n.,4,
allowance/pocket,moneyn.,4,
aluminum,n.,4,
a.m./am/A.M./AM,adv.,4,
amateur,n./adj.,4,
ambitious,adj.,4,
amid/amidst,prep.,4,
amuse(ment),v./(n.),4,
analysis,n.,4,
analyze,v.,4,
ancestor,n.,4,
anniversary,n.,4,
annoy,v.,4,
annual,adj.,4,
anxiety,n.,4,
anxious,adj.,4,
apologize,v.,4,
apology,n.,4,
appliance,n.,4,
applicant,n.,4,
application,n.,4,
appoint(ment)(1),v./(n.),4,
appoint(ment)(2),v./(n.),4,
appreciation,n.,4,
appropriate,adj.,4,
approval,n.,4,
arch,n./v.,4,
arise,v.,4,
arms,n.,4,
arouse,v.,4,
article(1),n.,4,
artificial,adj.,4,
artistic,adj.,4,
ashamed,adj.,4,
aspect,n.,4,
aspirin,n.,4,
assemble,v.,4,
assembly,n.,4,
assign(ment),v./(n.),4,
assistance,n.,4,
associate,v./n./adj.,4,
association,n.,4,
assume,v.,4,
assurance,n.,4,
assure,v.,4,
athletic,adj.,4,
ATM/automatic teller,n.,4,
machine,n.,4,
atmosphere,n.,4,
atom,n.,4,
atomic,adj.,4,
attach(ment),v./(n.),4,
attraction,n.,4,
audio,adj.,4,
authority,n.,4,
autobiography,n.,4,
await,v.,4,
awkward,adj.,4,
backpack,n./v.,4,
bald,adj.,4,
ballet,n.,4,
bankrupt,adj./n./v.,4,
bargain,n./v.,4,
barrier,n.,4,
basin,n.,4,
battery,n.,4,
beak,n.,4,
beam(2),n.,4,
behavior,n.,4,
biography,n.,4,
biology,n.,4,
blade,n.,4,
blend,v./n.,4,
blessing,n.,4,
blink,v./n.,4,
bloom,n./v.,4,
blossom,n./v.,4,
blush,v./n.,4,
boast,v./n.,4,
bond,n./v.,4,
bounce,v./n.,4,
bracelet,n.,4,
brassiere/bra,n.,4,
breed,v./n.,4,
bridegroom/groom,n.,4,
broil,v.,4,
broke,adj.,4,
brutal,adj.,4,
bulletin,n.,4,
cabinet,n.,4,
calculate,v.,4,
calculation,n.,4,
calculator,n.,4,
calorie,n.,4,
campaign,n./v.,4,
candidate,n.,4,
capacity,n.,4,
cape,n.,4,
capital(ism)(2),n.,4,
capitalist,n.,4,
career,n.,4,
cargo,n.,4,
carrier,n.,4,
carve,v.,4,
catalogue/catalog,n./v.,4,
CD/compact disk,n.,4,
cease,v./n.,4,
celebration,n.,4,
cement,n./v.,4,
chamber,n.,4,
championship,n.,4,
characteristic,adj./n.,4,
charity,n.,4,
chemistry,n.,4,
cherish,v.,4,
chirp,v./n.,4,
chore,n.,4,
chorus,n.,4,
cigar,n.,4,
cinema,n.,4,
circular,adj.,4,
circulate,v.,4,
circulation,n.,4,
circumstance,n.,4,
civilian,n./adj.,4,
civilization,n.,4,
clarify,v.,4,
clash,n./v.,4,
classification,n.,4,
classify,v.,4,
cliff,n.,4,
climax,n./v.,4,
clumsy,adj.,4,
coarse,adj.,4,
code,n./v.,4,
collapse,v./n.,4,
combination,n.,4,
comedy,n.,4,
comic(1),adj.,4,
comic(s)(2),n.,4,
commander,n.,4,
comment,n./v.,4,
commerce,n.,4,
commit,v.,4,
communication,n.,4,
community,n.,4,
companion,n.,4,
competition,n.,4,
competitive,adj.,4,
competitor,n.,4,
complicate,v.,4,
compose,v.,4,
composer,n.,4,
composition,n.,4,
concentrate,v.,4,
concentration,n.,4,
concept,n.,4,
concerning,prep.,4,
concrete,adj./n./v.,4,
conductor,n.,4,
conference,n.,4,
confess,v.,4,
confidence,n.,4,
confine,v.,4,
confusion,n.,4,
congratulate,v.,4,
congress,n.,4,
conjunction,n.,4,
conquer,v.,4,
conscience,n.,4,
consequence,n.,4,
consequent,adj.,4,
conservative,adj./n.,4,
consist,v.,4,
consistent,adj.,4,
consonant,n.,4,
constitute,v.,4,
constitution,n.,4,
construct,v.,4,
construction,n.,4,
constructive,adj.,4,
consult,v.,4,
consultant,n.,4,
consume,v.,4,
consumer,n.,4,
container,n.,4,
content(1),adj./n.,4,
content(ment)(2),v./(n.),4,
content(s)(3),n.,4,
contest,n./v.,4,
context,n.,4,
continual,adj.,4,
continuous,adj.,4,
contrary,adj./n.,4,
contrast,n./v.,4,
contribute,v.,4,
contribution,n.,4,
convenience,n.,4,
convention,n.,4,
conventional,adj.,4,
converse,v.,4,
convey,v.,4,
convince,v.,4,
cooperate,v.,4,
cooperation,n.,4,
cooperative,adj./n.,4,
cope,v.,4,
copper,n./adj.,4,
cord,n.,4,
cork,n./v.,4,
correspond,v.,4,
costume,n.,4,
cottage,n.,4,
council,n.,4,
counter(1),n.,4,
counter(2),v./adv./adj./n.,4,
courageous,adj.,4,
courteous,adj.,4,
courtesy,n.,4,
crack,n./v.,4,
craft,n.,4,
cram,v.,4,
creation,n.,4,
creativity,n.,4,
cripple,n./v.,4,
critic,n.,4,
critical,adj.,4,
criticism,n.,4,
criticize,v.,4,
cruelty,n.,4,
crush,v./n.,4,
cube,n./v.,4,
cucumber,n.,4,
cue,n./v.,4,
cunning,adj./n.,4,
curiosity,n.,4,
curl,v./n.,4,
curse,n./v.,4,
curve,n./v.,4,
cushion,n./v.,4,
damn,v./n.,4,
damp,adj./n./v.,4,
deadline,n.,4,
declare,v.,4,
decoration,n.,4,
decrease,v./n.,4,
defeat,v./n.,4,
defend,v.,4,
defense,n.,4,
defensible,adj.,4,
defensive,adj.,4,
definite,adj.,4,
delicate,adj.,4,
delight,n./v.,4,
delightful,adj.,4,
demand,n./v.,4,
demonstrate,v.,4,
demonstration,n.,4,
dense,adj.,4,
depart,v.,4,
departure,n.,4,
dependable,adj.,4,
dependent,adj./n.,4,
depress,v.,4,
depression,n.,4,
deserve,v.,4,
desperate,adj.,4,
despite,prep.,4,
destruction,n.,4,
detective,n./adj.,4,
determination,n.,4,
device,n.,4,
devise,v.,4,
devote,v.,4,
diaper,n.,4,
differ,v.,4,
digest(1),v.,4,
digest(2),n.,4,
digestion,n.,4,
digital,adj.,4,
dignity,n.,4,
diligence,n.,4,
diploma,n.,4,
diplomat,n.,4,
disadvantage,n./v.,4,
disaster,n.,4,
discipline,n./v.,4,
disconnect,v.,4,
discourage(ment),v./(n.),4,
disguise,v./n.,4,
disgust,n./v.,4,
dismiss,v.,4,
disorder,n./v.,4,
dispute,v./n.,4,
distinct,adj.,4,
distinguish,v.,4,
distinguished,adj.,4,
distribute,v.,4,
distribution,n.,4,
district,n.,4,
disturb,v.,4,
divine,adj.,4,
divorce,n./v.,4,
dominant,adj.,4,
dominate,v.,4,
dormitory/dorm,n.,4,
download,v.,4,
doze,v./n.,4,
draft,n./v.,4,
dread,v./n.,4,
drift,n./v.,4,
drill,n./v.,4,
durable,adj.,4,
dusty,adj.,4,
DVD/digital video disk/digital versatile disk,n.,4,
dye,n./v.,4,
dynamic,adj.,4,
dynasty,n.,4,
earnest,adj./n.,4,
earphone,n.,4,
economic,adj.,4,
economical,adj.,4,
economics,n.,4,
economist,n.,4,
economy,n.,4,
efficiency,n.,4,
elastic,adj./n.,4,
electrician,n.,4,
electronics,n.,4,
elegant,adj.,4,
elementary,adj.,4,
eliminate,v.,4,
elsewhere,adv.,4,
e-mail/email,n./v.,4,
embarrass(ment),v./(n.),4,
embassy,n.,4,
emerge,v.,4,
emotional,adj.,4,
emphasis,n.,4,
empire,n.,4,
enclose,v.,4,
encounter,v./n.,4,
endanger,v.,4,
endure,v.,4,
enforce(ment),v./(n.),4,
engineering,n.,4,
enlarge(ment),v./(n.),4,
enormous,adj.,4,
entertain(ment),v./(n.),4,
enthusiasm,n.,4,
envious,adj.,4,
equality,n.,4,
equip(ment),v./(n.),4,
era,n.,4,
errand,n.,4,
escalator,n.,4,
essay,n.,4,
essential,adj./n.,4,
establish(ment),v./(n.),4,
estimate,n./v.,4,
evaluate,v.,4,
evaluation,n.,4,
eve,n.,4,
eventual,adj.,4,
evidence,n./v.,4,
evident,adj.,4,
exaggerate,v.,4,
examinee,n.,4,
examiner,n.,4,
exception,n.,4,
exhaust(1),n.,4,
exhaust(2),v.,4,
exhibit,v./n.,4,
expand,v.,4,
expansion,n.,4,
experimental,adj.,4,
explanation,n.,4,
explore,v.,4,
explosion,n.,4,
explosive,adj./n.,4,
expose,v.,4,
exposure,n.,4,
extend,v.,4,
extent,n.,4,
facial,adj.,4,
facility,n.,4,
faithful,adj.,4,
fame,n.,4,
fantastic,adj.,4,
fantasy,n.,4,
farewell,n.,4,
fatal,adj.,4,
favorable,adj.,4,
feast,n./v.,4,
ferry,n./v.,4,
fertile,adj.,4,
fetch,v./n.,4,
fiction,n.,4,
fierce,adj.,4,
finance,n./v.,4,
financial,adj.,4,
firecracker,n.,4,
fireplace,n.,4,
flatter,v.,4,
flee,v.,4,
flexible,adj.,4,
fluent,adj.,4,
flunk,v./n.,4,
flush,v./n.,4,
foam,n./v.,4,
forbid,v.,4,
forecast,n./v.,4,
formation,n.,4,
formula,n.,4,
fort,n.,4,
fortunate,adj.,4,
fossil,n./adj.,4,
foundation,n.,4,
founder,n.,4,
fragrance,n.,4,
fragrant,adj.,4,
frame,n./v.,4,
freeway,n.,4,
frequency,n.,4,
freshman,n.,4,
frost,n./v.,4,
frown,v./n.,4,
frustration,n.,4,
fuel,n./v.,4,
fulfill(ment),v./(n.),4,
functional,adj.,4,
fundamental,adj./n.,4,
funeral,n.,4,
furious,adj.,4,
furnish,v.,4,
furthermore,adv.,4,
gallery,n.,4,
gangster,n.,4,
gaze,v./n.,4,
gear,n./v.,4,
gene,n.,4,
generation,n.,4,
generosity,n.,4,
genius,n.,4,
genuine,adj.,4,
germ,n.,4,
gifted,adj.,4,
gigantic,adj.,4,
giggle,v./n.,4,
ginger,n.,4,
glide,v./n.,4,
glimpse,n./v.,4,
globe,n.,4,
glorious,adj.,4,
goods,n.,4,
grace,n./v.,4,
graceful,adj.,4,
gracious,adj.,4,
graduation,n.,4,
grammar,n.,4,
grammatical,adj.,4,
grapefruit,n.,4,
grateful,adj.,4,
gratitude,n.,4,
grave(1),adj.,4,
grave(2),n.,4,
greasy,adj.,4,
greeting(s),n.,4,
grief,n.,4,
grieve,v.,4,
grind,v./n.,4,
guarantee,n./v.,4,
guilt,n.,4,
guilty,adj.,4,
gulf,n.,4,
habitual,adj.,4,
halt,v./n.,4,
handwriting,n.,4,
harden,v.,4,
hardship,n.,4,
hardware,n.,4,
harmonica,n.,4,
harmony,n.,4,
harsh,adj.,4,
haste,n.,4,
hasten,v.,4,
hatred,n.,4,
headphone(s),n.,4,
healthful,adj.,4,
helicopter,n.,4,
herd,n./v.,4,
hesitation,n.,4,
highly,adv.,4,
homeland,n.,4,
honeymoon,n./v.,4,
honorable,adj.,4,
hook,n./v.,4,
hopeful,adj.,4,
horizon,n.,4,
horrify,v.,4,
hose,n./v.,4,
host(2),v.,4,
hostel,n.,4,
household,n.,4,
housewife,n.,4,
housework,n.,4,
humanity,n.,4,
humidity,n.,4,
hurricane,n.,4,
hydrogen,n.,4,
iceberg,n.,4,
identical,adj.,4,
identification/ID,n.,4,
identify,v.,4,
idiom,n.,4,
idle,adj./v.,4,
idol,n.,4,
ignorant,adj.,4,
illustrate,v.,4,
illustration,n.,4,
imaginable,adj.,4,
imaginary,adj.,4,
imaginative,adj.,4,
imitate,v.,4,
imitation,n.,4,
immigrant,n.,4,
immigrate,v.,4,
immigration,n.,4,
impact,n./v.,4,
imply,v.,4,
impression,n.,4,
incident,n.,4,
including,prep.,4,
indication,n.,4,
industrialize,v.,4,
infant,n.,4,
infect,v.,4,
infection,n.,4,
inflation,n.,4,
influential,adj.,4,
information,n.,4,
informative,adj.,4,
ingredient,n.,4,
initial(1),adj.,4,
initial(2),n./v.,4,
innocence,n.,4,
input,n./v.,4,
insert,v./n.,4,
inspection,n.,4,
inspiration,n.,4,
inspire,v.,4,
install,v.,4,
instinct,n.,4,
instruct,v.,4,
instructor,n.,4,
insult,v./n.,4,
insurance,n.,4,
intellectual,adj./n.,4,
intelligence,n.,4,
intelligent,adj.,4,
intend,v.,4,
intense,adj.,4,
intensify,v.,4,
intensity,n.,4,
intensive,adj.,4,
intention,n.,4,
interact,v.,4,
interaction,n.,4,
interfere,v.,4,
intermediate,adj./n./v.,4,
Internet/internet,n.,4,
interpret,v.,4,
interruption,n.,4,
intimate,adj./n.,4,
intonation,n.,4,
invade,v.,4,
invasion,n.,4,
invention,n.,4,
invest(ment),v./(n.),4,
investigation,n.,4,
involve(ment),v./(n.),4,
isolate,v.,4,
isolation,n.,4,
itch,v./n.,4,
jealousy,n.,4,
junior,adj./n.,4,
keen,adj.,4,
knuckle,n./v.,4,
labor,n./v.,4,
